P5序号,交付件,列源,总列数,可信度,用法,ROI,game_pnl,hold 族,stake 本金,valid_bet 洗码,profit 毛赢,NGR,rebate 退水,agent_cost,Net Margin,residual_b/a,Economic Value,Theo,ADT,NMPT,ESI,effect 处置效应,expected_gain,最大回撤 MDD,夏普 Sharpe,索提诺 Sortino,APUC,Wilcoxon,符号检验,AUC,Wilson 区间,PCA,vip_tier 秩,action_priority,evidence 证据,命中指标族数
114,Z04_name_collision.csv,实测表头,133,INVALID,NOT_FOR_DECISION,✓ 9 栏：roi、roi_recent、roi_non_recent、roi_ex_rebate…,,✓ 3 栏：hold_rate、hold_rate_recent、hold_ci_halfwidth_approx,✓ 2 栏：stake、stake_ramp,✓ 1 栏：valid_bet,✓ 1 栏：profit,✓ 2 栏：ngr、ngr_rate,✓ 3 栏：rebate_cost、rebate_rate_actual、rebate_pct_config,✓ 17 栏：agent_cost_lv1、agent_cost_lv2、agent_cost_lv3、agent_cost_lv4…,✓ 8 栏：net_margin_bet23_formal_canonical、net_margin_bet23_formal_rate_canonical、net_margin_lv1_bet23_canonical、net_margin_lv1_bet23_rate_canonical…,✓ 6 栏：residual_chain_additive、residual_chain_nested、residual_b、residual_a…,✓ 1 栏：economic_value,,,,,,,,,,,,,,,,✓ 1 栏：vip_tier,✓ 1 栏：action_priority,✓ 2 栏：evidence_flag、evidence_rate,14
115,Z05_missing_typehint.csv,实测表头,133,INVALID,NOT_FOR_DECISION,✓ 9 栏：roi、roi_recent、roi_non_recent、roi_ex_rebate…,,✓ 3 栏：hold_rate、hold_rate_recent、hold_ci_halfwidth_approx,✓ 2 栏：stake、stake_ramp,✓ 1 栏：valid_bet,✓ 1 栏：profit,✓ 2 栏：ngr、ngr_rate,✓ 3 栏：rebate_cost、rebate_rate_actual、rebate_pct_config,✓ 17 栏：agent_cost_lv1、agent_cost_lv2、agent_cost_lv3、agent_cost_lv4…,✓ 8 栏：net_margin_bet23_formal_canonical、net_margin_bet23_formal_rate_canonical、net_margin_lv1_bet23_canonical、net_margin_lv1_bet23_rate_canonical…,✓ 6 栏：residual_chain_additive、residual_chain_nested、residual_b、residual_a…,✓ 1 栏：economic_value,,,,,,,,,,,,,,,,✓ 1 栏：vip_tier,✓ 1 栏：action_priority,✓ 2 栏：evidence_flag、evidence_rate,14
116,Z06_generated_probe_sql.csv,实测表头,132,INVALID,NOT_FOR_DECISION,✓ 9 栏：roi、roi_recent、roi_non_recent、roi_ex_rebate…,,✓ 3 栏：hold_rate、hold_rate_recent、hold_ci_halfwidth_approx,✓ 2 栏：stake、stake_ramp,✓ 1 栏：valid_bet,✓ 1 栏：profit,✓ 2 栏：ngr、ngr_rate,✓ 3 栏：rebate_cost、rebate_rate_actual、rebate_pct_config,✓ 17 栏：agent_cost_lv1、agent_cost_lv2、agent_cost_lv3、agent_cost_lv4…,✓ 8 栏：net_margin_bet23_formal_canonical、net_margin_bet23_formal_rate_canonical、net_margin_lv1_bet23_canonical、net_margin_lv1_bet23_rate_canonical…,✓ 6 栏：residual_chain_additive、residual_chain_nested、residual_b、residual_a…,✓ 1 栏：economic_value,,,,,,,,,,,,,,,,✓ 1 栏：vip_tier,✓ 1 栏：action_priority,✓ 2 栏：evidence_flag、evidence_rate,14
117,Z07_probe_bet02.csv,实测表头,133,INVALID,NOT_FOR_DECISION,✓ 9 栏：roi、roi_recent、roi_non_recent、roi_ex_rebate…,,✓ 3 栏：hold_rate、hold_rate_recent、hold_ci_halfwidth_approx,✓ 2 栏：stake、stake_ramp,✓ 1 栏：valid_bet,✓ 1 栏：profit,✓ 2 栏：ngr、ngr_rate,✓ 3 栏：rebate_cost、rebate_rate_actual、rebate_pct_config,✓ 17 栏：agent_cost_lv1、agent_cost_lv2、agent_cost_lv3、agent_cost_lv4…,✓ 8 栏：net_margin_bet23_formal_canonical、net_margin_bet23_formal_rate_canonical、net_margin_lv1_bet23_canonical、net_margin_lv1_bet23_rate_canonical…,✓ 6 栏：residual_chain_additive、residual_chain_nested、residual_b、residual_a…,✓ 1 栏：economic_value,,,,,,,,,,,,,,,,✓ 1 栏：vip_tier,✓ 1 栏：action_priority,✓ 2 栏：evidence_flag、evidence_rate,14
118,Z08_roundkey_integrity.csv,实测表头,136,INVALID,NOT_FOR_DECISION,✓ 9 栏：roi、roi_recent、roi_non_recent、roi_ex_rebate…,,✓ 3 栏：hold_rate、hold_rate_recent、hold_ci_halfwidth_approx,✓ 2 栏：stake、stake_ramp,✓ 1 栏：valid_bet,✓ 1 栏：profit,✓ 2 栏：ngr、ngr_rate,✓ 3 栏：rebate_cost、rebate_rate_actual、rebate_pct_config,✓ 17 栏：agent_cost_lv1、agent_cost_lv2、agent_cost_lv3、agent_cost_lv4…,✓ 8 栏：net_margin_bet23_formal_canonical、net_margin_bet23_formal_rate_canonical、net_margin_lv1_bet23_canonical、net_margin_lv1_bet23_rate_canonical…,✓ 6 栏：residual_chain_additive、residual_chain_nested、residual_b、residual_a…,✓ 1 栏：economic_value,,,,,,,,,,,,,,,,✓ 1 栏：vip_tier,✓ 1 栏：action_priority,✓ 2 栏：evidence_flag、evidence_rate,14
119,Z09_time_axis_recon.csv,实测表头,144,INVALID,NOT_FOR_DECISION,✓ 9 栏：roi、roi_recent、roi_non_recent、roi_ex_rebate…,,✓ 3 栏：hold_rate、hold_rate_recent、hold_ci_halfwidth_approx,✓ 2 栏：stake、stake_ramp,✓ 1 栏：valid_bet,✓ 1 栏：profit,✓ 2 栏：ngr、ngr_rate,✓ 3 栏：rebate_cost、rebate_rate_actual、rebate_pct_config,✓ 17 栏：agent_cost_lv1、agent_cost_lv2、agent_cost_lv3、agent_cost_lv4…,✓ 8 栏：net_margin_bet23_formal_canonical、net_margin_bet23_formal_rate_canonical、net_margin_lv1_bet23_canonical、net_margin_lv1_bet23_rate_canonical…,✓ 6 栏：residual_chain_additive、residual_chain_nested、residual_b、residual_a…,✓ 1 栏：economic_value,,,,,,,,,,,,,,,,✓ 1 栏：vip_tier,✓ 1 栏：action_priority,✓ 2 栏：evidence_flag、evidence_rate,14
120,Z11_sentinel_impact.csv,实测表头,140,INVALID,NOT_FOR_DECISION,✓ 9 栏：roi、roi_post、roi_non_post、roi_ex_rebate…,,✓ 3 栏：hold_rate、hold_rate_post、hold_ci_halfwidth_approx,✓ 2 栏：stake、stake_ramp,✓ 1 栏：valid_bet,✓ 1 栏：profit,✓ 2 栏：ngr、ngr_rate,✓ 3 栏：rebate_cost、rebate_rate_actual、rebate_pct_config,✓ 17 栏：agent_cost_lv1、agent_cost_lv2、agent_cost_lv3、agent_cost_lv4…,✓ 8 栏：net_margin_bet23_formal_canonical、net_margin_bet23_formal_rate_canonical、net_margin_lv1_bet23_canonical、net_margin_lv1_bet23_rate_canonical…,✓ 6 栏：residual_chain_additive、residual_chain_nested、residual_b、residual_a…,✓ 1 栏：economic_value,,,,,,,,,,,,,,,,✓ 1 栏：vip_tier,✓ 1 栏：action_priority,✓ 2 栏：evidence_flag、evidence_rate,14
121,Z14_zero_month_diagnosis.csv,实测表头,150,WRONG_GRAIN,NOT_FOR_DECISION,✓ 9 栏：roi、roi_recent、roi_non_recent、roi_ex_rebate…,,✓ 3 栏：hold_rate、hold_rate_recent、hold_ci_halfwidth_approx,✓ 2 栏：stake、stake_ramp,✓ 1 栏：valid_bet,✓ 1 栏：profit,✓ 2 栏：ngr、ngr_rate,✓ 3 栏：rebate_cost、rebate_rate_actual、rebate_pct_config,✓ 17 栏：agent_cost_lv1、agent_cost_lv2、agent_cost_lv3、agent_cost_lv4…,✓ 8 栏：net_margin_bet23_formal_canonical、net_margin_bet23_formal_rate_canonical、net_margin_lv1_bet23_canonical、net_margin_lv1_bet23_rate_canonical…,✓ 6 栏：residual_chain_additive、residual_chain_nested、residual_b、residual_a…,✓ 1 栏：economic_value,,,,,,,,,,,,,,,,✓ 1 栏：vip_tier,✓ 1 栏：action_priority,✓ 2 栏：evidence_flag、evidence_rate,14
122,_P12b-pre.csv,实测表头,131,WRONG_GRAIN,NOT_FOR_DECISION,✓ 9 栏：roi、roi_post、roi_non_post、roi_ex_rebate…,,✓ 3 栏：hold_rate、hold_rate_post、hold_ci_halfwidth_approx,✓ 2 栏：stake、stake_ramp,✓ 1 栏：valid_bet,✓ 1 栏：profit,✓ 2 栏：ngr、ngr_rate,✓ 3 栏：rebate_cost、rebate_rate_actual、rebate_pct_config,✓ 17 栏：agent_cost_lv1、agent_cost_lv2、agent_cost_lv3、agent_cost_lv4…,✓ 8 栏：net_margin_bet23_formal_canonical、net_margin_bet23_formal_rate_canonical、net_margin_lv1_bet23_canonical、net_margin_lv1_bet23_rate_canonical…,✓ 6 栏：residual_chain_additive、residual_chain_nested、residual_b、residual_a…,✓ 1 栏：economic_value,,,,,,,,,,,,,,,,✓ 1 栏：vip_tier,✓ 1 栏：action_priority,✓ 2 栏：evidence_flag、evidence_rate,14
123,_PH0_1b_table_inventory.csv,实测表头,137,INVALID,NOT_FOR_DECISION,✓ 9 栏：roi、roi_recent、roi_non_recent、roi_ex_rebate…,,✓ 3 栏：hold_rate、hold_rate_recent、hold_ci_halfwidth_approx,✓ 2 栏：stake、stake_ramp,✓ 1 栏：valid_bet,✓ 1 栏：profit,✓ 2 栏：ngr、ngr_rate,✓ 3 栏：rebate_cost、rebate_rate_actual、rebate_pct_config,✓ 17 栏：agent_cost_lv1、agent_cost_lv2、agent_cost_lv3、agent_cost_lv4…,✓ 8 栏：net_margin_bet23_formal_canonical、net_margin_bet23_formal_rate_canonical、net_margin_lv1_bet23_canonical、net_margin_lv1_bet23_rate_canonical…,✓ 6 栏：residual_chain_additive、residual_chain_nested、residual_b、residual_a…,✓ 1 栏：economic_value,,,,,,,,,,,,,,,,✓ 1 栏：vip_tier,✓ 1 栏：action_priority,✓ 2 栏：evidence_flag、evidence_rate,14
124,_PH0_2b_column_inventory.csv,实测表头,138,INVALID,NOT_FOR_DECISION,✓ 9 栏：roi、roi_recent、roi_non_recent、roi_ex_rebate…,,✓ 3 栏：hold_rate、hold_rate_recent、hold_ci_halfwidth_approx,✓ 2 栏：stake、stake_ramp,✓ 1 栏：valid_bet,✓ 1 栏：profit,✓ 2 栏：ngr、ngr_rate,✓ 3 栏：rebate_cost、rebate_rate_actual、rebate_pct_config,✓ 17 栏：agent_cost_lv1、agent_cost_lv2、agent_cost_lv3、agent_cost_lv4…,✓ 8 栏：net_margin_bet23_formal_canonical、net_margin_bet23_formal_rate_canonical、net_margin_lv1_bet23_canonical、net_margin_lv1_bet23_rate_canonical…,✓ 6 栏：residual_chain_additive、residual_chain_nested、residual_b、residual_a…,✓ 1 栏：economic_value,,,,,,,,,,,,,,,,✓ 1 栏：vip_tier,✓ 1 栏：action_priority,✓ 2 栏：evidence_flag、evidence_rate,14
125,_PH0_3_lmc_category.csv,实测表头,139,INVALID,NOT_FOR_DECISION,✓ 9 栏：roi、roi_pre_rg、roi_non_pre_rg、roi_ex_rebate…,,✓ 3 栏：hold_rate、hold_rate_pre_rg、hold_ci_halfwidth_approx,✓ 2 栏：stake、stake_ramp,✓ 1 栏：valid_bet,✓ 1 栏：profit,✓ 2 栏：ngr、ngr_rate,✓ 3 栏：rebate_cost、rebate_rate_actual、rebate_pct_config,✓ 17 栏：agent_cost_lv1、agent_cost_lv2、agent_cost_lv3、agent_cost_lv4…,✓ 8 栏：net_margin_bet23_formal_canonical、net_margin_bet23_formal_rate_canonical、net_margin_lv1_bet23_canonical、net_margin_lv1_bet23_rate_canonical…,✓ 6 栏：residual_chain_additive、residual_chain_nested、residual_b、residual_a…,✓ 1 栏：economic_value,,,,,,,,,,,,,,,,✓ 1 栏：vip_tier,✓ 1 栏：action_priority,✓ 2 栏：evidence_flag、evidence_rate,14
126,_PH0_4L1_member_columns.csv,实测表头,132,INVALID,NOT_FOR_DECISION,✓ 9 栏：roi、roi_recent、roi_non_recent、roi_ex_rebate…,,✓ 3 栏：hold_rate、hold_rate_recent、hold_ci_halfwidth_approx,✓ 2 栏：stake、stake_ramp,✓ 1 栏：valid_bet,✓ 1 栏：profit,✓ 2 栏：ngr、ngr_rate,✓ 3 栏：rebate_cost、rebate_rate_actual、rebate_pct_config,✓ 17 栏：agent_cost_lv1、agent_cost_lv2、agent_cost_lv3、agent_cost_lv4…,✓ 8 栏：net_margin_bet23_formal_canonical、net_margin_bet23_formal_rate_canonical、net_margin_lv1_bet23_canonical、net_margin_lv1_bet23_rate_canonical…,✓ 6 栏：residual_chain_additive、residual_chain_nested、residual_b、residual_a…,✓ 1 栏：economic_value,,,,,,,,,,,,,,,,✓ 1 栏：vip_tier,✓ 1 栏：action_priority,✓ 2 栏：evidence_flag、evidence_rate,14
127,_PH0_4b_rg_keyword.csv,实测表头,138,INVALID,NOT_FOR_DECISION,✓ 9 栏：roi、roi_pre_rg、roi_non_pre_rg、roi_ex_rebate…,,✓ 3 栏：hold_rate、hold_rate_pre_rg、hold_ci_halfwidth_approx,✓ 2 栏：stake、stake_ramp,✓ 1 栏：valid_bet,✓ 1 栏：profit,✓ 2 栏：ngr、ngr_rate,✓ 3 栏：rebate_cost、rebate_rate_actual、rebate_pct_config,✓ 17 栏：agent_cost_lv1、agent_cost_lv2、agent_cost_lv3、agent_cost_lv4…,✓ 8 栏：net_margin_bet23_formal_canonical、net_margin_bet23_formal_rate_canonical、net_margin_lv1_bet23_canonical、net_margin_lv1_bet23_rate_canonical…,✓ 6 栏：residual_chain_additive、residual_chain_nested、residual_b、residual_a…,✓ 1 栏：economic_value,,,,,,,,,,,,,,,,✓ 1 栏：vip_tier,✓ 1 栏：action_priority,✓ 2 栏：evidence_flag、evidence_rate,14
128,_PH0_4w2_balance_points.csv,实测表头,139,INVALID,NOT_FOR_DECISION,✓ 9 栏：roi、roi_recent、roi_non_recent、roi_ex_rebate…,,✓ 3 栏：hold_rate、hold_rate_recent、hold_ci_halfwidth_approx,✓ 2 栏：stake、stake_ramp,✓ 1 栏：valid_bet,✓ 1 栏：profit,✓ 2 栏：ngr、ngr_rate,✓ 3 栏：rebate_cost、rebate_rate_actual、rebate_pct_config,✓ 17 栏：agent_cost_lv1、agent_cost_lv2、agent_cost_lv3、agent_cost_lv4…,✓ 8 栏：net_margin_bet23_formal_canonical、net_margin_bet23_formal_rate_canonical、net_margin_lv1_bet23_canonical、net_margin_lv1_bet23_rate_canonical…,✓ 6 栏：residual_chain_additive、residual_chain_nested、residual_b、residual_a…,✓ 1 栏：economic_value,,,,,,,,,,,,,,,,✓ 1 栏：vip_tier,✓ 1 栏：action_priority,✓ 2 栏：evidence_flag、evidence_rate,14
129,_PH0_6b_member_daily.csv,实测表头,133,OK,PRIMARY,✓ 9 栏：roi、roi_recent、roi_non_recent、roi_ex_rebate…,,✓ 3 栏：hold_rate、hold_rate_recent、hold_ci_halfwidth_approx,✓ 2 栏：stake、stake_ramp,✓ 1 栏：valid_bet,✓ 1 栏：profit,✓ 2 栏：ngr、ngr_rate,✓ 3 栏：rebate_cost、rebate_rate_actual、rebate_pct_config,✓ 17 栏：agent_cost_lv1、agent_cost_lv2、agent_cost_lv3、agent_cost_lv4…,✓ 8 栏：net_margin_bet23_formal_canonical、net_margin_bet23_formal_rate_canonical、net_margin_lv1_bet23_canonical、net_margin_lv1_bet23_rate_canonical…,✓ 6 栏：residual_chain_additive、residual_chain_nested、residual_b、residual_a…,✓ 1 栏：economic_value,,,,,,,,,,,,,,,,✓ 1 栏：vip_tier,✓ 1 栏：action_priority,✓ 2 栏：evidence_flag、evidence_rate,14
130,DICT_ALL_columns.csv,实测表头,27,N/A,DICTIONARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
131,DICT_ALL_tables.csv,实测表头,23,N/A,DICTIONARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
132,DICT_SEMANTIC_ruling.csv,实测表头,22,N/A,DICTIONARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
133,RK01_round_fact.csv,声明（现档不在位）,30,N/A,FACT_BASE,,,✓ 1 栏：hold_pct,✓ 3 栏：stake、stake_per_bet、stake_per_member,✓ 1 栏：validbet,,,✓ 1 栏：rebate,,,,,,,,,,,,,,,,,,,,,,,4
134,HE01_bet_side_edge.csv,声明（现档不在位）,34,N/A,FACT_BASE,,,✓ 2 栏：hold_valid_bet、hold_rate,✓ 1 栏：stake,✓ 1 栏：valid_bet,✓ 1 栏：profit,,✓ 5 栏：rebate、rebate_pct、rebate_cost、rebate_pct_unw…,,,,,,,,,,,,,,,,,,,,,,✓ 1 栏：evidence_flag,6
