表,指标栏,零点,形态,可建阶梯,说明,族
B01_bt_panel.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
B01_bt_panel.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B01_bt_panel.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B01_bt_panel.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B01_bt_panel.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B01_bt_panel.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B01_bt_panel.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B01_bt_panel.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B01_bt_panel.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B01_bt_panel.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
B01_bt_panel.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
B01_bt_panel.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
B01_bt_panel.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
B01_bt_panel.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
B01_bt_panel.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
B01_bt_panel.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
B01_bt_panel.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
B01_bt_panel.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
B01_bt_panel.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
B01_bt_panel.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
B01_bt_panel_delta.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
B01_bt_panel_delta.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B01_bt_panel_delta.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B01_bt_panel_delta.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B01_bt_panel_delta.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B01_bt_panel_delta.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B01_bt_panel_delta.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B01_bt_panel_delta.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B01_bt_panel_delta.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B01_bt_panel_delta.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
B01_bt_panel_delta.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
B01_bt_panel_delta.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
B01_bt_panel_delta.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
B01_bt_panel_delta.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
B01_bt_panel_delta.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
B01_bt_panel_delta.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
B01_bt_panel_delta.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
B01_bt_panel_delta.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
B01_bt_panel_delta.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
B01_bt_panel_delta.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
B4_2b_funnel_and_mu0.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
B4_2b_funnel_and_mu0.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
B4_2b_funnel_and_mu0.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
B4_2b_funnel_and_mu0.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
B4_2b_funnel_and_mu0.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
B4_2b_funnel_and_mu0.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
B4_2b_funnel_and_mu0.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
B4_2b_funnel_and_mu0.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
B4_2b_funnel_and_mu0.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
B4_2b_funnel_and_mu0.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
B4_2b_funnel_and_mu0.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
B4_2b_funnel_and_mu0.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
B4_2b_funnel_and_mu0.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
B4_2b_funnel_and_mu0.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
B4_2b_funnel_and_mu0.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
B4_2b_funnel_and_mu0.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
B4_2b_funnel_and_mu0.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
B4_2b_funnel_and_mu0.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
B4_2b_funnel_and_mu0.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
B4_2b_funnel_and_mu0.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
B4_5b_tip_nature.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
B4_5b_tip_nature.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B4_5b_tip_nature.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B4_5b_tip_nature.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B4_5b_tip_nature.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B4_5b_tip_nature.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B4_5b_tip_nature.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B4_5b_tip_nature.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B4_5b_tip_nature.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
B4_5b_tip_nature.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
B4_5b_tip_nature.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
B4_5b_tip_nature.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
B4_5b_tip_nature.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
B4_5b_tip_nature.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
B4_5b_tip_nature.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
B4_5b_tip_nature.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
B4_5b_tip_nature.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
B4_5b_tip_nature.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
B4_5b_tip_nature.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
B4_5b_tip_nature.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
C01_ip_chain.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
C01_ip_chain.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C01_ip_chain.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C01_ip_chain.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C01_ip_chain.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C01_ip_chain.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C01_ip_chain.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C01_ip_chain.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C01_ip_chain.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C01_ip_chain.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
C01_ip_chain.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
C01_ip_chain.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
C01_ip_chain.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
C01_ip_chain.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
C01_ip_chain.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
C01_ip_chain.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
C01_ip_chain.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
C01_ip_chain.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
C01_ip_chain.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
C01_ip_chain.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
C06_hedge_pairs.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
C06_hedge_pairs.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C06_hedge_pairs.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C06_hedge_pairs.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C06_hedge_pairs.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C06_hedge_pairs.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C06_hedge_pairs.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C06_hedge_pairs.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C06_hedge_pairs.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C06_hedge_pairs.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
C06_hedge_pairs.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
C06_hedge_pairs.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
C06_hedge_pairs.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
C06_hedge_pairs.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
C06_hedge_pairs.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
C06_hedge_pairs.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
C06_hedge_pairs.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
C06_hedge_pairs.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
C06_hedge_pairs.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
C06_hedge_pairs.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
C06d_hedge_pairs_dated.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
C06d_hedge_pairs_dated.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C06d_hedge_pairs_dated.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C06d_hedge_pairs_dated.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C06d_hedge_pairs_dated.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C06d_hedge_pairs_dated.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C06d_hedge_pairs_dated.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C06d_hedge_pairs_dated.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C06d_hedge_pairs_dated.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
C06d_hedge_pairs_dated.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
C06d_hedge_pairs_dated.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
C06d_hedge_pairs_dated.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
C06d_hedge_pairs_dated.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
C06d_hedge_pairs_dated.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
C06d_hedge_pairs_dated.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
C06d_hedge_pairs_dated.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
C06d_hedge_pairs_dated.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
C06d_hedge_pairs_dated.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
C06d_hedge_pairs_dated.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
C06d_hedge_pairs_dated.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
C08_subnet_all.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
C08_subnet_all.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
C08_subnet_all.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
C08_subnet_all.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
C08_subnet_all.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
C08_subnet_all.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
C08_subnet_all.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
C08_subnet_all.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
C08_subnet_all.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
C08_subnet_all.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
